"","year","ageGroup","sex","cause","deaths"
"107341",2011,"5 to 9","Female","Tuberculosis",1575.4
"107345",2004,"5 to 9","Female","Tuberculosis",3.3
"107348",2009,"80 plus","Female","Tuberculosis",12679.9
"107368",2011,"80 plus","Female","Tuberculosis",261.5
"107369",2006,"50 to 54","Female","Tuberculosis",55.7
"107370",2006,"40 to 44","Male","Tuberculosis",78.4
"107373",2006,"35 to 39","Male","Tuberculosis",70.3
"107375",2005,"80 plus","Male","Tuberculosis",648.3
"107380",2012,"65 to 69","Female","Tuberculosis",132.5
"107381",2013,"15 to 19","Male","Tuberculosis",3912.8
"107386",2005,"5 to 9","Female","Tuberculosis",3.3
"107387",2011,"30 to 34","Female","Tuberculosis",9173.7
"107389",2008,"1 to 4","Male","Tuberculosis",4.6
"107400",2010,"80 plus","Female","Tuberculosis",12755.4
"107408",2012,"80 plus","Male","Tuberculosis",488.1
"107415",2006,"30 to 34","Female","Tuberculosis",26.9
"107417",2006,"45 to 49","Male","Tuberculosis",106.3
"107419",2005,"70 to 74","Female","Tuberculosis",262.5
"107421",2011,"75 to 79","Female","Tuberculosis",217.1
"107423",2007,"40 to 44","Male","Tuberculosis",27416.5
"107427",2007,"35 to 39","Male","Tuberculosis",27490.3
"107431",2011,"20 to 24","Male","Tuberculosis",10242.1
"107432",2008,"5 to 9","Female","Tuberculosis",2.9
"107442",2010,"75 to 79","Female","Tuberculosis",13413.9
"107460",2006,"50 to 54","Male","Tuberculosis",140.3
"107461",2007,"55 to 59","Male","Tuberculosis",191.1
"107462",2012,"70 to 74","Male","Tuberculosis",372.8
"107464",2007,"25 to 29","Male","Tuberculosis",17317.6
"107466",2004,"40 to 44","Female","Tuberculosis",41.3
"107467",2005,"35 to 39","Female","Tuberculosis",36.2
"107468",2005,"25 to 29","Male","Tuberculosis",37
"107469",2008,"25 to 29","Female","Tuberculosis",23.4
"107471",2006,"30 to 34","Female","Tuberculosis",11026
"107473",2009,"65 to 69","Male","Tuberculosis",37793.5
"107475",2009,"60 to 64","Female","Tuberculosis",15841.2
"107479",2013,"1 to 4","Male","Tuberculosis",4.2
"107481",2011,"55 to 59","Male","Tuberculosis",39397.6
"107493",2007,"80 plus","Male","Tuberculosis",551.2
"107495",2004,"75 to 79","Male","Tuberculosis",579.1
"107501",2008,"80 plus","Male","Tuberculosis",542.8
"107502",2005,"65 to 69","Male","Tuberculosis",389.7
"107504",2011,"70 to 74","Male","Tuberculosis",378.5
"107505",2012,"75 to 79","Female","Tuberculosis",211.8
"107506",2012,"65 to 69","Male","Tuberculosis",303.5
"107507",2007,"45 to 49","Female","Tuberculosis",45.8
"107508",2005,"45 to 49","Female","Tuberculosis",51.3
"107510",2007,"30 to 34","Male","Tuberculosis",46.9
"107511",2005,"25 to 29","Female","Tuberculosis",28.9
"107514",2009,"70 to 74","Male","Tuberculosis",32363.1
"107519",2012,"55 to 59","Female","Tuberculosis",15148
"107520",2007,"20 to 24","Female","Tuberculosis",11173
"107522",2004,"5 to 9","Male","Tuberculosis",3
"107523",2008,"Post Neonatal","Female","Tuberculosis",3.2
"107524",2010,"80 plus","Male","Tuberculosis",19050.7
"107538",2013,"80 plus","Female","Tuberculosis",257.6
"107546",2004,"55 to 59","Male","Tuberculosis",217.8
"107547",2011,"80 plus","Male","Tuberculosis",491.2
"107548",2012,"70 to 74","Female","Tuberculosis",192.7
"107550",2011,"75 to 79","Male","Tuberculosis",433.9
"107551",2012,"55 to 59","Male","Tuberculosis",157
"107552",2005,"30 to 34","Male","Tuberculosis",50.4
"107555",2008,"10 to 14","Female","Tuberculosis",4.2
"107556",2007,"Post Neonatal","Female","Tuberculosis",8144.8
"107559",2013,"Post Neonatal","Male","Tuberculosis",2.7
"107566",2008,"1 to 4","Male","Tuberculosis",6863.7
"107572",2007,"80 plus","Female","Tuberculosis",301
"107578",2006,"40 to 44","Female","Tuberculosis",35.5
"107581",2004,"70 to 74","Female","Tuberculosis",270.6
"107582",2008,"80 plus","Female","Tuberculosis",292
"107583",2004,"55 to 59","Female","Tuberculosis",97.6
"107585",2005,"75 to 79","Female","Tuberculosis",296.8
"107588",2005,"65 to 69","Female","Tuberculosis",182.3
"107591",2005,"55 to 59","Male","Tuberculosis",208.4
"107592",2004,"40 to 44","Male","Tuberculosis",89.9
"107594",2011,"30 to 34","Male","Tuberculosis",20167.7
"107595",2007,"Post Neonatal","Male","Tuberculosis",3.8
"107597",2009,"65 to 69","Female","Tuberculosis",18924
"107600",2008,"15 to 19","Female","Tuberculosis",5491.8
"107602",2010,"20 to 24","Female","Tuberculosis",9317.5
"107603",2005,"30 to 34","Male","Tuberculosis",21970.2
"107605",2009,"5 to 9","Female","Tuberculosis",2.8
"107607",2009,"Post Neonatal","Male","Tuberculosis",5866.2
"107621",2006,"60 to 64","Female","Tuberculosis",117.3
"107622",2005,"80 plus","Female","Tuberculosis",316.3
"107624",2007,"55 to 59","Female","Tuberculosis",80.1
"107627",2004,"60 to 64","Female","Tuberculosis",135.6
"107628",2005,"70 to 74","Male","Tuberculosis",489.8
"107630",2007,"40 to 44","Female","Tuberculosis",33.1
"107632",2012,"55 to 59","Female","Tuberculosis",62.7
"107635",2008,"35 to 39","Male","Tuberculosis",27440.7
"107636",2009,"5 to 9","Male","Tuberculosis",2.7
"107640",2004,"25 to 29","Male","Tuberculosis",37.6
"107643",2006,"20 to 24","Female","Tuberculosis",11773.2
"107645",2004,"Post Neonatal","Female","Tuberculosis",3.5
"107646",2005,"10 to 14","Male","Tuberculosis",3.4
"107650",2011,"70 to 74","Male","Tuberculosis",31343.7
"107664",2013,"75 to 79","Male","Tuberculosis",425.2
"107665",2006,"55 to 59","Male","Tuberculosis",196.8
"107667",2006,"65 to 69","Female","Tuberculosis",174.3
"107672",2012,"75 to 79","Male","Tuberculosis",429.5
"107675",2008,"20 to 24","Female","Tuberculosis",10634.5
"107678",2008,"30 to 34","Female","Tuberculosis",10261.4
"107679",2012,"60 to 64","Male","Tuberculosis",214.6
"107680",2004,"50 to 54","Male","Tuberculosis",158
"107682",2005,"10 to 14","Female","Tuberculosis",2964.9
"107683",2007,"30 to 34","Female","Tuberculosis",25.1
"107684",2013,"1 to 4","Female","Tuberculosis",3.3
"107685",2012,"60 to 64","Male","Tuberculosis",38361.6
"107686",2007,"40 to 44","Female","Tuberculosis",11108.1
"107693",2008,"Post Neonatal","Male","Tuberculosis",6675.4
"107694",2007,"Post Neonatal","Male","Tuberculosis",7766.4
"107709",2007,"70 to 74","Female","Tuberculosis",243.1
"107718",2008,"30 to 34","Male","Tuberculosis",21205.9
"107720",2009,"80 plus","Male","Tuberculosis",525.3
"107723",2009,"75 to 79","Female","Tuberculosis",242.4
"107726",2008,"35 to 39","Female","Tuberculosis",11323.3
"107727",2011,"15 to 19","Female","Tuberculosis",4457
"107732",2013,"60 to 64","Female","Tuberculosis",16543.3
"107736",2011,"50 to 54","Male","Tuberculosis",33945.1
"107746",2006,"55 to 59","Female","Tuberculosis",84.6
"107747",2004,"75 to 79","Female","Tuberculosis",309.7
"107749",2006,"60 to 64","Male","Tuberculosis",272
"107750",2004,"80 plus","Male","Tuberculosis",688
"107752",2007,"70 to 74","Male","Tuberculosis",434.2
"107754",2005,"45 to 49","Male","Tuberculosis",112.6
"107755",2004,"30 to 34","Female","Tuberculosis",30.6
"107757",2007,"15 to 19","Male","Tuberculosis",4857.8
"107758",2005,"35 to 39","Male","Tuberculosis",72.4
"107759",2009,"80 plus","Female","Tuberculosis",281.7
"107761",2008,"45 to 49","Female","Tuberculosis",43.6
"107762",2005,"60 to 64","Male","Tuberculosis",294.2
"107763",2013,"60 to 64","Female","Tuberculosis",86.5
"107764",2005,"30 to 34","Female","Tuberculosis",11605.4
"107766",2008,"20 to 24","Male","Tuberculosis",11313.5
"107767",2006,"40 to 44","Female","Tuberculosis",11623.8
"107768",2004,"1 to 4","Female","Tuberculosis",4
"107769",2013,"65 to 69","Male","Tuberculosis",36853.9
"107774",2007,"Post Neonatal","Female","Tuberculosis",3.6
"107778",2009,"1 to 4","Male","Tuberculosis",4.4
"107779",2009,"10 to 14","Male","Tuberculosis",3
"107783",2006,"80 plus","Female","Tuberculosis",305.7
"107788",2006,"80 plus","Male","Tuberculosis",600.2
"107792",2006,"65 to 69","Male","Tuberculosis",368.2
"107793",2004,"50 to 54","Female","Tuberculosis",64.1
"107794",2005,"50 to 54","Female","Tuberculosis",59.2
"107796",2005,"20 to 24","Female","Tuberculosis",24.7
"107797",2006,"25 to 29","Female","Tuberculosis",12264.1
"107798",2004,"25 to 29","Female","Tuberculosis",30.8
"107799",2004,"65 to 69","Male","Tuberculosis",407.8
"107801",2013,"65 to 69","Male","Tuberculosis",298.4
"107806",2013,"15 to 19","Female","Tuberculosis",4108.9
"107807",2012,"50 to 54","Female","Tuberculosis",11497
"107808",2013,"50 to 54","Female","Tuberculosis",11413.3
"107810",2012,"55 to 59","Male","Tuberculosis",39591.9
"107816",2004,"10 to 14","Female","Tuberculosis",4.8
"107834",2004,"60 to 64","Male","Tuberculosis",312.5
"107835",2008,"75 to 79","Female","Tuberculosis",255.3
"107836",2008,"35 to 39","Male","Tuberculosis",66.6
"107838",2008,"35 to 39","Female","Tuberculosis",29.7
"107841",2008,"40 to 44","Male","Tuberculosis",74.6
"107844",2007,"50 to 54","Male","Tuberculosis",134.3
"107845",2010,"30 to 34","Male","Tuberculosis",42.5
"107847",2008,"40 to 44","Male","Tuberculosis",27553
"107848",2007,"30 to 34","Male","Tuberculosis",21270.2
"107849",2005,"35 to 39","Female","Tuberculosis",13164.3
"107850",2005,"35 to 39","Male","Tuberculosis",28580.9
"107851",2013,"50 to 54","Male","Tuberculosis",34158.2
"107855",2011,"35 to 39","Male","Tuberculosis",26587.4
"107856",2004,"10 to 14","Male","Tuberculosis",3.5
"107857",2006,"55 to 59","Male","Tuberculosis",36906.4
"107858",2009,"Post Neonatal","Male","Tuberculosis",3.2
"107872",2006,"70 to 74","Male","Tuberculosis",458.9
"107875",2007,"60 to 64","Male","Tuberculosis",260.1
"107877",2006,"15 to 19","Female","Tuberculosis",11.6
"107879",2007,"65 to 69","Female","Tuberculosis",167.5
"107881",2013,"70 to 74","Female","Tuberculosis",189.3
"107882",2010,"75 to 79","Male","Tuberculosis",449.3
"107883",2010,"80 plus","Male","Tuberculosis",504.7
"107885",2008,"50 to 54","Male","Tuberculosis",130.5
"107887",2006,"10 to 14","Male","Tuberculosis",3.3
"107888",2013,"5 to 9","Male","Tuberculosis",2.4
"107891",2006,"45 to 49","Male","Tuberculosis",32867.5
"107892",2013,"55 to 59","Female","Tuberculosis",15180.5
"107893",2008,"45 to 49","Female","Tuberculosis",13050.3
"107901",2009,"25 to 29","Female","Tuberculosis",9.8
"107912",2006,"70 to 74","Female","Tuberculosis",251.6
"107913",2013,"80 plus","Male","Tuberculosis",485.1
"107915",2004,"70 to 74","Male","Tuberculosis",517.2
"107917",2007,"50 to 54","Female","Tuberculosis",51.9
"107918",2007,"60 to 64","Female","Tuberculosis",110.1
"107920",2010,"60 to 64","Female","Tuberculosis",95.1
"107923",2008,"55 to 59","Female","Tuberculosis",75.7
"107925",2012,"60 to 64","Female","Tuberculosis",88.1
"107926",2013,"55 to 59","Female","Tuberculosis",61.2
"107927",2004,"45 to 49","Male","Tuberculosis",117.8
"107933",2005,"20 to 24","Male","Tuberculosis",12335.8
"107936",2012,"1 to 4","Male","Tuberculosis",4.2
"107938",2013,"65 to 69","Female","Tuberculosis",17591.8
"107941",2009,"15 to 19","Male","Tuberculosis",4.8
"107942",2011,"65 to 69","Female","Tuberculosis",17634.6
"107945",2013,"Post Neonatal","Male","Tuberculosis",3834
"107961",2007,"65 to 69","Male","Tuberculosis",351
"107963",2008,"65 to 69","Male","Tuberculosis",342.5
"107968",2011,"60 to 64","Male","Tuberculosis",219.6
"107969",2007,"25 to 29","Male","Tuberculosis",33.9
"107972",2010,"25 to 29","Female","Tuberculosis",20.7
"107973",2011,"40 to 44","Male","Tuberculosis",68
"107975",2013,"20 to 24","Male","Tuberculosis",9868.3
"107978",2013,"20 to 24","Female","Tuberculosis",8014
"107982",2009,"10 to 14","Female","Tuberculosis",4.1
"107983",2011,"65 to 69","Male","Tuberculosis",36501.5
"107984",2011,"60 to 64","Female","Tuberculosis",15517.5
"107988",2008,"Post Neonatal","Female","Tuberculosis",6918.9
"107989",2009,"35 to 39","Male","Tuberculosis",13
"107993",2007,"75 to 79","Female","Tuberculosis",267.4
"107995",2006,"75 to 79","Male","Tuberculosis",519.4
"107999",2010,"70 to 74","Female","Tuberculosis",208.1
"108001",2008,"40 to 44","Female","Tuberculosis",31.5
"108002",2013,"70 to 74","Male","Tuberculosis",367
"108003",2009,"55 to 59","Female","Tuberculosis",71.9
"108004",2010,"65 to 69","Male","Tuberculosis",317.7
"108005",2013,"65 to 69","Female","Tuberculosis",130.1
"108006",2008,"50 to 54","Female","Tuberculosis",49
"108009",2004,"35 to 39","Male","Tuberculosis",73.8
"108011",2012,"40 to 44","Female","Tuberculosis",25.7
"108013",2005,"30 to 34","Female","Tuberculosis",28.9
"108018",2006,"20 to 24","Male","Tuberculosis",11991.1
"108019",2004,"10 to 14","Female","Tuberculosis",3209
"108020",2012,"50 to 54","Male","Tuberculosis",34059.7
"108036",2006,"75 to 79","Female","Tuberculosis",282.7
"108039",2010,"75 to 79","Female","Tuberculosis",228.8
"108040",2010,"65 to 69","Female","Tuberculosis",143.2
"108043",2013,"40 to 44","Female","Tuberculosis",25.1
"108044",2009,"60 to 64","Male","Tuberculosis",241.2
"108045",2008,"55 to 59","Male","Tuberculosis",184
"108048",2008,"45 to 49","Male","Tuberculosis",100.9
"108051",2008,"30 to 34","Female","Tuberculosis",23.9
"108053",2010,"35 to 39","Female","Tuberculosis",26.7
"108060",2012,"Post Neonatal","Female","Tuberculosis",2.5
"108062",2012,"60 to 64","Female","Tuberculosis",15955.2
"108064",2011,"50 to 54","Female","Tuberculosis",11570.2
"108066",2008,"30 to 34","Female","Tuberculosis",10
"108076",2007,"75 to 79","Male","Tuberculosis",491.3
"108078",2004,"65 to 69","Female","Tuberculosis",190.8
"108080",2008,"65 to 69","Female","Tuberculosis",159.3
"108087",2008,"60 to 64","Male","Tuberculosis",252.1
"108088",2004,"45 to 49","Female","Tuberculosis",54.8
"108090",2011,"55 to 59","Female","Tuberculosis",64.3
"108092",2008,"30 to 34","Male","Tuberculosis",45.8
"108093",2012,"40 to 44","Male","Tuberculosis",67.5
"108102",2009,"Post Neonatal","Female","Tuberculosis",3
"108105",2011,"45 to 49","Female","Tuberculosis",12046.6
"108107",2008,"15 to 19","Male","Tuberculosis",4.9
"108109",2006,"50 to 54","Female","Tuberculosis",13661.1
"108111",2011,"40 to 44","Female","Tuberculosis",9676.7
"108117",2004,"80 plus","Female","Tuberculosis",334.9
"108118",2010,"80 plus","Female","Tuberculosis",270.5
"108119",2008,"70 to 74","Female","Tuberculosis",231.9
"108120",2008,"75 to 79","Male","Tuberculosis",481.7
"108121",2008,"60 to 64","Female","Tuberculosis",105.7
"108123",2009,"40 to 44","Female","Tuberculosis",29.7
"108125",2013,"55 to 59","Male","Tuberculosis",153
"108127",2009,"30 to 34","Male","Tuberculosis",44
"108133",2008,"25 to 29","Male","Tuberculosis",32.9
"108135",2011,"40 to 44","Female","Tuberculosis",26.6
"108136",2011,"35 to 39","Female","Tuberculosis",25.4
"108137",2007,"65 to 69","Female","Tuberculosis",4.8
"108140",2004,"5 to 9","Female","Tuberculosis",5
"108144",2005,"15 to 19","Female","Tuberculosis",6.2
"108146",2012,"65 to 69","Male","Tuberculosis",36671.2
"108148",2008,"50 to 54","Male","Tuberculosis",36130.9
"108149",2006,"Post Neonatal","Female","Tuberculosis",3.7
"108156",2013,"75 to 79","Female","Tuberculosis",208.3
"108159",2009,"65 to 69","Female","Tuberculosis",151.6
"108160",2009,"60 to 64","Female","Tuberculosis",100.5
"108161",2010,"30 to 34","Female","Tuberculosis",21.3
"108162",2008,"70 to 74","Male","Tuberculosis",423.4
"108163",2009,"50 to 54","Male","Tuberculosis",125
"108166",2009,"25 to 29","Female","Tuberculosis",22
"108167",2009,"40 to 44","Male","Tuberculosis",72
"108170",2012,"50 to 54","Male","Tuberculosis",113.6
"108177",2011,"25 to 29","Female","Tuberculosis",19.5
"108179",2011,"25 to 29","Male","Tuberculosis",29.3
"108184",2007,"50 to 54","Male","Tuberculosis",36414.6
"108185",2007,"20 to 24","Male","Tuberculosis",11706.3
"108187",2006,"50 to 54","Male","Tuberculosis",37054
"108188",2013,"45 to 49","Male","Tuberculosis",31679
"108190",2008,"45 to 49","Male","Tuberculosis",32451
"108199",2009,"35 to 39","Female","Tuberculosis",28.1
"108201",2013,"60 to 64","Male","Tuberculosis",209.8
"108204",2013,"50 to 54","Male","Tuberculosis",111.6
"108207",2010,"45 to 49","Male","Tuberculosis",93.9
"108208",2010,"40 to 44","Female","Tuberculosis",28.1
"108209",2011,"55 to 59","Male","Tuberculosis",160.6
"108211",2010,"25 to 29","Male","Tuberculosis",30.4
"108213",2006,"10 to 14","Female","Tuberculosis",4.7
"108215",2007,"70 to 74","Male","Tuberculosis",6.4
"108217",2013,"15 to 19","Female","Tuberculosis",7.3
"108219",2011,"15 to 19","Female","Tuberculosis",8
"108221",2011,"20 to 24","Male","Tuberculosis",17.4
"108222",2012,"20 to 24","Male","Tuberculosis",10056.4
"108223",2006,"Post Neonatal","Male","Tuberculosis",3.9
"108225",2012,"45 to 49","Female","Tuberculosis",12027.1
"108227",2012,"Post Neonatal","Male","Tuberculosis",2.8
"108229",2013,"5 to 9","Female","Tuberculosis",2.6
"108230",2007,"15 to 19","Female","Tuberculosis",5854.3
"108231",2010,"5 to 9","Male","Tuberculosis",2.6
"108232",2011,"35 to 39","Female","Tuberculosis",10269.6
"108233",2009,"30 to 34","Female","Tuberculosis",9.7
"108240",2009,"70 to 74","Female","Tuberculosis",220.2
"108241",2010,"60 to 64","Male","Tuberculosis",229.2
"108242",2010,"55 to 59","Female","Tuberculosis",68.1
"108244",2010,"50 to 54","Female","Tuberculosis",44
"108248",2011,"50 to 54","Male","Tuberculosis",115.6
"108249",2012,"45 to 49","Female","Tuberculosis",36.6
"108255",2011,"30 to 34","Male","Tuberculosis",40.9
"108257",2004,"75 to 79","Male","Tuberculosis",5.9
"108258",2004,"20 to 24","Male","Tuberculosis",23.3
"108259",2013,"80 plus","Male","Tuberculosis",3
"108260",2013,"5 to 9","Female","Tuberculosis",2.5
"108262",2007,"50 to 54","Male","Tuberculosis",10.1
"108263",2004,"15 to 19","Male","Tuberculosis",5662.6
"108264",2008,"40 to 44","Female","Tuberculosis",10807.1
"108266",2012,"30 to 34","Female","Tuberculosis",8942.2
"108268",2012,"1 to 4","Female","Tuberculosis",3.3
"108271",2005,"40 to 44","Female","Tuberculosis",12345.6
"108272",2004,"40 to 44","Male","Tuberculosis",30621.6
"108274",2006,"5 to 9","Male","Tuberculosis",2.9
"108275",2009,"30 to 34","Male","Tuberculosis",12.5
"108281",2009,"65 to 69","Male","Tuberculosis",330.5
"108282",2009,"30 to 34","Female","Tuberculosis",22.5
"108284",2010,"40 to 44","Male","Tuberculosis",69.9
"108286",2009,"35 to 39","Male","Tuberculosis",64.7
"108288",2009,"25 to 29","Male","Tuberculosis",31.7
"108291",2006,"5 to 9","Female","Tuberculosis",4.1
"108293",2007,"70 to 74","Female","Tuberculosis",4.4
"108298",2013,"75 to 79","Female","Tuberculosis",2.9
"108299",2013,"10 to 14","Female","Tuberculosis",2.8
"108300",2004,"10 to 14","Male","Tuberculosis",3.7
"108302",2011,"20 to 24","Female","Tuberculosis",16.1
"108308",2006,"25 to 29","Male","Tuberculosis",17947.8
"108309",2013,"45 to 49","Female","Tuberculosis",7.7
"108310",2007,"80 plus","Female","Tuberculosis",12346.4
"108312",2013,"10 to 14","Female","Tuberculosis",3.7
"108313",2008,"20 to 24","Female","Tuberculosis",8.7
"108314",2005,"10 to 14","Female","Tuberculosis",4.7
"108315",2007,"10 to 14","Male","Tuberculosis",3.2
"108316",2009,"75 to 79","Male","Tuberculosis",467.2
"108317",2009,"70 to 74","Male","Tuberculosis",409
"108318",2009,"45 to 49","Female","Tuberculosis",41.5
"108319",2009,"45 to 49","Male","Tuberculosis",97.3
"108320",2010,"50 to 54","Male","Tuberculosis",119.8
"108321",2010,"70 to 74","Male","Tuberculosis",391.3
"108323",2011,"50 to 54","Female","Tuberculosis",41.6
"108324",2010,"35 to 39","Male","Tuberculosis",62.7
"108326",2012,"50 to 54","Female","Tuberculosis",40.4
"108332",2010,"20 to 24","Male","Tuberculosis",18.3
"108334",2013,"20 to 24","Male","Tuberculosis",16.5
"108335",2008,"20 to 24","Male","Tuberculosis",19.9
"108336",2006,"70 to 74","Female","Tuberculosis",4.6
"108339",2005,"10 to 14","Male","Tuberculosis",3.5
"108340",2011,"10 to 14","Male","Tuberculosis",2.3
"108341",2011,"10 to 14","Female","Tuberculosis",3.2
"108342",2013,"10 to 14","Male","Tuberculosis",2.2
"108343",2004,"5 to 9","Male","Tuberculosis",4.1
"108345",2007,"55 to 59","Male","Tuberculosis",9.5
"108346",2012,"50 to 54","Female","Tuberculosis",5.8
"108347",2011,"Post Neonatal","Male","Tuberculosis",38.6
"108350",2004,"45 to 49","Female","Tuberculosis",9.7
"108352",2012,"5 to 9","Female","Tuberculosis",2.6
"108353",2006,"55 to 59","Female","Tuberculosis",15679.3
"108357",2009,"55 to 59","Male","Tuberculosis",176.4
"108358",2013,"50 to 54","Female","Tuberculosis",39.2
"108359",2013,"40 to 44","Male","Tuberculosis",66.8
"108362",2013,"35 to 39","Female","Tuberculosis",24.1
"108365",2011,"45 to 49","Female","Tuberculosis",37.5
"108370",2010,"20 to 24","Female","Tuberculosis",17.3
"108374",2011,"35 to 39","Male","Tuberculosis",61.3
"108376",2007,"60 to 64","Female","Tuberculosis",5.2
"108377",2004,"15 to 19","Female","Tuberculosis",13.2
"108378",2004,"10 to 14","Female","Tuberculosis",5.7
"108379",2005,"10 to 14","Female","Tuberculosis",5.3
"108380",2010,"5 to 9","Female","Tuberculosis",2.9
"108381",2007,"55 to 59","Female","Tuberculosis",6.3
"108382",2004,"15 to 19","Male","Tuberculosis",9.7
"108387",2013,"50 to 54","Male","Tuberculosis",9
"108388",2004,"50 to 54","Male","Tuberculosis",11.3
"108391",2008,"25 to 29","Male","Tuberculosis",17090.4
"108394",2005,"40 to 44","Male","Tuberculosis",29479
"108395",2007,"60 to 64","Male","Tuberculosis",37485
"108397",2010,"55 to 59","Male","Tuberculosis",167.7
"108398",2009,"50 to 54","Female","Tuberculosis",46.5
"108403",2007,"75 to 79","Female","Tuberculosis",3.4
"108407",2013,"45 to 49","Male","Tuberculosis",88.8
"108409",2012,"45 to 49","Male","Tuberculosis",90.4
"108412",2004,"20 to 24","Female","Tuberculosis",25.9
"108413",2004,"75 to 79","Female","Tuberculosis",3.9
"108414",2006,"Post Neonatal","Male","Tuberculosis",69.2
"108415",2010,"15 to 19","Female","Tuberculosis",8.6
"108416",2004,"70 to 74","Female","Tuberculosis",4.8
"108417",2013,"75 to 79","Male","Tuberculosis",4.6
"108418",2005,"15 to 19","Female","Tuberculosis",12.5
"108420",2010,"5 to 9","Male","Tuberculosis",2.7
"108421",2006,"60 to 64","Female","Tuberculosis",5.5
"108424",2013,"5 to 9","Male","Tuberculosis",2.2
"108425",2011,"Post Neonatal","Female","Tuberculosis",43.1
"108426",2013,"1 to 4","Male","Tuberculosis",8.9
"108427",2011,"1 to 4","Male","Tuberculosis",9.9
"108429",2008,"Post Neonatal","Female","Tuberculosis",63.7
"108432",2008,"25 to 29","Female","Tuberculosis",11248
"108433",2013,"40 to 44","Male","Tuberculosis",26791.7
"108435",2013,"15 to 19","Female","Tuberculosis",4.8
"108446",2007,"20 to 24","Female","Tuberculosis",21.5
"108447",2011,"45 to 49","Male","Tuberculosis",91.3
"108448",2007,"80 plus","Male","Tuberculosis",3.3
"108450",2007,"75 to 79","Male","Tuberculosis",5.1
"108451",2008,"20 to 24","Female","Tuberculosis",20.2
"108455",2013,"20 to 24","Female","Tuberculosis",14.6
"108460",2004,"65 to 69","Male","Tuberculosis",8.6
"108461",2011,"5 to 9","Female","Tuberculosis",2.7
"108463",2007,"50 to 54","Female","Tuberculosis",6.6
"108464",2012,"55 to 59","Female","Tuberculosis",5.5
"108466",2013,"Post Neonatal","Male","Tuberculosis",32
"108469",2013,"60 to 64","Female","Tuberculosis",4.6
"108471",2011,"10 to 14","Male","Tuberculosis",2.8
"108473",2010,"1 to 4","Male","Tuberculosis",4.3
"108474",2005,"25 to 29","Female","Tuberculosis",13147.6
"108475",2012,"5 to 9","Male","Tuberculosis",2.5
"108479",2009,"15 to 19","Female","Tuberculosis",5.3
"108480",2010,"45 to 49","Female","Tuberculosis",39.4
"108484",2006,"15 to 19","Male","Tuberculosis",8.7
"108485",2013,"45 to 49","Female","Tuberculosis",35.7
"108486",2007,"80 plus","Female","Tuberculosis",2
"108490",2007,"65 to 69","Male","Tuberculosis",7.4
"108492",2007,"20 to 24","Male","Tuberculosis",20.8
"108499",2006,"65 to 69","Female","Tuberculosis",5
"108500",2004,"60 to 64","Female","Tuberculosis",6
"108503",2012,"55 to 59","Male","Tuberculosis",8.2
"108505",2012,"60 to 64","Male","Tuberculosis",7.3
"108507",2009,"Post Neonatal","Female","Tuberculosis",55.5
"108508",2012,"50 to 54","Male","Tuberculosis",9
"108509",2006,"35 to 39","Female","Tuberculosis",10.5
"108516",2008,"50 to 54","Female","Tuberculosis",12697.4
"108517",2009,"1 to 4","Female","Tuberculosis",3.6
"108519",2004,"15 to 19","Female","Tuberculosis",6.4
"108524",2012,"35 to 39","Female","Tuberculosis",24.6
"108525",2013,"35 to 39","Male","Tuberculosis",60.4
"108527",2009,"15 to 19","Female","Tuberculosis",9.2
"108530",2012,"15 to 19","Female","Tuberculosis",7.6
"108531",2006,"Post Neonatal","Female","Tuberculosis",81.4
"108532",2010,"10 to 14","Male","Tuberculosis",2.5
"108535",2013,"25 to 29","Female","Tuberculosis",18.1
"108538",2010,"15 to 19","Male","Tuberculosis",7.1
"108539",2004,"65 to 69","Female","Tuberculosis",5.4
"108547",2008,"1 to 4","Male","Tuberculosis",13.3
"108548",2011,"50 to 54","Female","Tuberculosis",5.8
"108551",2012,"Post Neonatal","Female","Tuberculosis",39
"108553",2006,"15 to 19","Female","Tuberculosis",6364.5
"108555",2005,"25 to 29","Male","Tuberculosis",18236.9
"108556",2011,"1 to 4","Female","Tuberculosis",3.3
"108557",2008,"15 to 19","Female","Tuberculosis",5.6
"108558",2004,"60 to 64","Female","Tuberculosis",19240.1
"108567",2012,"20 to 24","Male","Tuberculosis",16.9
"108569",2004,"80 plus","Male","Tuberculosis",4.2
"108570",2006,"1 to 4","Male","Tuberculosis",16.2
"108571",2013,"30 to 34","Female","Tuberculosis",18.6
"108572",2005,"20 to 24","Male","Tuberculosis",22.6
"108575",2006,"70 to 74","Male","Tuberculosis",6.8
"108576",2008,"65 to 69","Male","Tuberculosis",7.3
"108578",2006,"65 to 69","Male","Tuberculosis",7.7
"108580",2008,"60 to 64","Female","Tuberculosis",5.1
"108582",2007,"60 to 64","Male","Tuberculosis",8.5
"108584",2013,"55 to 59","Male","Tuberculosis",8.1
"108585",2008,"1 to 4","Female","Tuberculosis",14.9
"108587",2013,"Post Neonatal","Female","Tuberculosis",35.8
"108588",2007,"45 to 49","Female","Tuberculosis",8.5
"108591",2013,"50 to 54","Female","Tuberculosis",5.8
"108592",2006,"40 to 44","Female","Tuberculosis",9.3
"108593",2005,"15 to 19","Male","Tuberculosis",5433.4
"108594",2012,"15 to 19","Male","Tuberculosis",4.4
